City,Datetime,PM2.5,PM10,NO2,CO,SO2,O3,AQI,risk_level,Date,Year,Month,DayOfWeek,risk_label
Chennai,12-02-2019,56.1,443.8,103.1,6.78,52.8,1.9,496.9,Moderate,2019-02-12,2019,2,1,1
Kolkata,12-02-2019,193.6,371.7,127.3,7.5,31.1,191.3,253.8,Moderate,2019-02-12,2019,2,1,1
Bangalore,12-02-2019,472.7,134.6,103.0,3.89,78.7,92.3,337.5,Low,2019-02-12,2019,2,1,0
Delhi,13-02-2019,109.9,597.4,115.7,4.99,91.0,6.9,385.3,Low,2019-02-13,2019,2,2,0
Mumbai,13-02-2019,157.0,151.9,112.7,1.81,0.2,21.7,359.2,Low,2019-02-13,2019,2,2,0
Chennai,13-02-2019,457.3,549.7,50.5,7.89,88.5,26.0,108.1,Low,2019-02-13,2019,2,2,0
Kolkata,13-02-2019,481.9,425.7,72.9,8.45,7.4,71.4,364.5,High,2019-02-13,2019,2,2,2
Bangalore,13-02-2019,139.2,583.2,68.7,8.44,38.6,188.0,335.7,High,2019-02-13,2019,2,2,2
Delhi,14-02-2019,4.1,536.6,5.2,4.88,48.6,184.5,275.6,Moderate,2019-02-14,2019,2,3,1
Mumbai,14-02-2019,259.1,393.4,81.5,0.54,38.3,120.8,315.7,High,2019-02-14,2019,2,3,2
Chennai,14-02-2019,350.9,24.9,137.0,8.48,48.0,113.1,39.5,High,2019-02-14,2019,2,3,2
Kolkata,14-02-2019,299.3,438.5,42.7,9.15,22.6,84.4,81.5,Low,2019-02-14,2019,2,3,0
Bangalore,14-02-2019,229.3,102.2,146.9,2.86,4.9,32.4,319.0,High,2019-02-14,2019,2,3,2
Delhi,15-02-2019,495.5,124.5,90.4,8.98,6.8,137.9,291.7,High,2019-02-15,2019,2,4,2
Mumbai,15-02-2019,205.6,415.6,22.1,7.42,93.2,120.4,106.7,High,2019-02-15,2019,2,4,2
Chennai,15-02-2019,110.0,330.1,37.0,1.68,19.5,88.1,3.2,High,2019-02-15,2019,2,4,2
Kolkata,15-02-2019,131.2,4.8,20.5,8.76,65.7,3.2,461.0,High,2019-02-15,2019,2,4,2
Bangalore,15-02-2019,383.1,440.2,86.1,8.95,68.5,129.3,189.8,High,2019-02-15,2019,2,4,2
Delhi,16-02-2019,305.1,225.0,119.6,5.57,66.6,17.3,364.0,High,2019-02-16,2019,2,5,2
Mumbai,16-02-2019,377.5,446.0,42.2,3.89,15.9,74.8,135.8,High,2019-02-16,2019,2,5,2
Chennai,16-02-2019,252.0,287.8,77.9,1.97,96.7,65.1,236.8,High,2019-02-16,2019,2,5,2
Kolkata,16-02-2019,368.2,176.0,123.0,2.88,86.4,50.3,418.3,High,2019-02-16,2019,2,5,2
Bangalore,16-02-2019,314.6,5.1,40.5,9.38,23.9,20.3,478.7,High,2019-02-16,2019,2,5,2
Delhi,17-02-2019,91.5,202.0,132.4,2.84,64.6,114.6,206.6,Low,2019-02-17,2019,2,6,0
Mumbai,17-02-2019,432.4,346.2,96.4,5.21,25.6,149.5,439.8,High,2019-02-17,2019,2,6,2
Chennai,17-02-2019,385.1,158.2,23.3,7.9,71.7,90.7,90.7,Low,2019-02-17,2019,2,6,0
Kolkata,17-02-2019,36.6,437.1,133.1,3.96,55.4,40.7,461.0,High,2019-02-17,2019,2,6,2
Bangalore,17-02-2019,274.4,264.3,94.1,5.78,84.8,125.3,297.5,High,2019-02-17,2019,2,6,2
Delhi,18-02-2019,370.6,126.9,137.6,5.02,53.9,51.4,368.7,Moderate,2019-02-18,2019,2,0,1
Mumbai,18-02-2019,467.3,61.1,27.1,7.43,69.5,174.8,212.3,Low,2019-02-18,2019,2,0,0
Chennai,18-02-2019,60.3,296.6,128.3,7.85,67.8,83.3,1.9,Low,2019-02-18,2019,2,0,0
Kolkata,18-02-2019,241.6,130.5,30.6,3.35,46.3,37.7,44.0,Low,2019-02-18,2019,2,0,0
Bangalore,18-02-2019,323.7,260.8,48.8,9.18,77.9,18.0,315.1,Low,2019-02-18,2019,2,0,0
Delhi,19-02-2019,22.5,487.1,106.1,8.99,95.5,117.0,184.5,Low,2019-02-19,2019,2,1,0
Mumbai,19-02-2019,415.7,408.0,56.2,0.17,21.8,44.1,366.0,High,2019-02-19,2019,2,1,2
Chennai,19-02-2019,330.3,573.6,120.3,9.54,77.9,156.5,248.1,High,2019-02-19,2019,2,1,2
Kolkata,19-02-2019,2.7,423.5,89.2,2.14,58.5,192.6,246.5,Low,2019-02-19,2019,2,1,0
Bangalore,19-02-2019,23.8,316.7,33.2,6.48,90.8,29.1,105.9,High,2019-02-19,2019,2,1,2
Delhi,20-02-2019,322.7,258.3,52.3,7.83,86.1,54.7,87.4,Low,2019-02-20,2019,2,2,0
Mumbai,20-02-2019,66.0,563.7,25.5,8.6,25.5,9.9,452.5,High,2019-02-20,2019,2,2,2
Chennai,20-02-2019,425.7,102.9,67.9,6.69,38.1,197.1,50.9,High,2019-02-20,2019,2,2,2
Kolkata,20-02-2019,463.8,258.0,32.9,4.69,75.5,56.8,92.8,High,2019-02-20,2019,2,2,2
Bangalore,20-02-2019,7.4,478.6,138.3,8.92,64.4,53.0,382.6,High,2019-02-20,2019,2,2,2
Delhi,21-02-2019,33.4,387.0,80.7,6.84,87.7,153.5,360.9,High,2019-02-21,2019,2,3,2
Mumbai,21-02-2019,105.8,186.7,22.3,4.82,35.0,138.6,477.2,High,2019-02-21,2019,2,3,2
Chennai,21-02-2019,435.0,6.6,13.7,7.56,42.4,73.1,450.7,Moderate,2019-02-21,2019,2,3,1
Kolkata,21-02-2019,164.6,280.7,124.9,3.42,6.8,184.0,23.7,High,2019-02-21,2019,2,3,2
Bangalore,21-02-2019,354.7,315.1,132.5,0.52,12.5,182.8,162.3,High,2019-02-21,2019,2,3,2
Delhi,22-02-2019,192.7,188.7,62.5,7.01,15.4,59.8,433.9,High,2019-02-22,2019,2,4,2
Mumbai,22-02-2019,182.6,278.5,90.3,0.75,55.9,64.4,142.7,Moderate,2019-02-22,2019,2,4,1
Chennai,22-02-2019,63.7,166.8,89.2,9.63,22.8,120.4,186.9,High,2019-02-22,2019,2,4,2
Kolkata,22-02-2019,288.6,186.2,11.5,1.06,2.8,86.9,374.9,High,2019-02-22,2019,2,4,2
Bangalore,22-02-2019,411.5,469.5,130.2,1.46,13.1,130.4,6.1,Low,2019-02-22,2019,2,4,0
Delhi,23-02-2019,387.1,28.2,118.9,4.96,13.9,43.2,198.9,Low,2019-02-23,2019,2,5,0
Mumbai,23-02-2019,60.2,33.7,64.9,1.16,26.3,170.5,236.1,Low,2019-02-23,2019,2,5,0
Chennai,23-02-2019,476.5,402.2,91.4,3.3,13.8,65.2,392.5,Moderate,2019-02-23,2019,2,5,1
Kolkata,23-02-2019,411.2,203.1,74.2,9.13,64.2,69.7,179.6,Moderate,2019-02-23,2019,2,5,1
Bangalore,23-02-2019,65.3,119.1,12.6,7.02,3.5,192.8,241.0,Moderate,2019-02-23,2019,2,5,1
Delhi,24-02-2019,76.8,209.1,146.2,1.07,30.3,60.8,116.9,Low,2019-02-24,2019,2,6,0
Mumbai,24-02-2019,400.1,525.0,147.4,2.57,80.9,65.9,317.9,High,2019-02-24,2019,2,6,2
Chennai,24-02-2019,450.9,239.7,125.7,8.92,79.6,106.4,183.6,Moderate,2019-02-24,2019,2,6,1
Kolkata,24-02-2019,328.2,599.1,88.1,8.81,89.8,125.2,449.9,High,2019-02-24,2019,2,6,2
Bangalore,24-02-2019,280.9,476.9,126.9,1.99,28.7,199.8,468.4,Moderate,2019-02-24,2019,2,6,1
Delhi,25-02-2019,441.8,77.8,41.8,3.32,50.2,61.4,105.1,Low,2019-02-25,2019,2,0,0
Mumbai,25-02-2019,396.0,20.8,66.1,9.71,1.5,1.0,143.8,High,2019-02-25,2019,2,0,2
Chennai,25-02-2019,168.4,193.0,15.3,1.14,30.8,161.4,64.7,High,2019-02-25,2019,2,0,2
Kolkata,25-02-2019,12.7,122.9,82.1,7.44,98.2,66.5,79.1,High,2019-02-25,2019,2,0,2
Bangalore,25-02-2019,395.0,238.6,105.3,3.4,68.6,60.3,220.2,High,2019-02-25,2019,2,0,2
Delhi,26-02-2019,11.4,254.3,45.9,7.7,83.7,44.3,397.9,High,2019-02-26,2019,2,1,2
Mumbai,26-02-2019,222.6,475.0,27.8,5.12,76.0,18.1,84.8,Low,2019-02-26,2019,2,1,0
Chennai,26-02-2019,275.1,419.1,80.9,0.99,41.2,99.4,13.6,High,2019-02-26,2019,2,1,2
Kolkata,26-02-2019,462.5,544.1,20.9,7.47,92.3,35.0,260.8,High,2019-02-26,2019,2,1,2
Bangalore,26-02-2019,371.8,429.6,3.2,2.53,19.8,166.4,228.5,Low,2019-02-26,2019,2,1,0
Delhi,27-02-2019,110.5,28.0,114.2,3.37,10.1,116.7,201.4,Moderate,2019-02-27,2019,2,2,1
Mumbai,27-02-2019,126.8,119.8,108.5,2.47,70.5,150.0,474.9,High,2019-02-27,2019,2,2,2
Chennai,27-02-2019,164.7,194.1,50.3,1.86,66.5,89.0,274.7,High,2019-02-27,2019,2,2,2
Kolkata,27-02-2019,345.2,465.7,85.8,9.95,50.8,178.5,474.9,Low,2019-02-27,2019,2,2,0
Bangalore,27-02-2019,77.3,91.7,32.9,8.23,52.0,106.5,376.9,High,2019-02-27,2019,2,2,2
Delhi,28-02-2019,60.3,584.3,60.8,1.62,40.1,116.0,309.4,Moderate,2019-02-28,2019,2,3,1
Mumbai,28-02-2019,162.0,481.3,72.5,4.15,77.4,43.5,74.0,High,2019-02-28,2019,2,3,2
Chennai,28-02-2019,221.4,593.8,126.2,0.52,83.2,1.5,39.0,Moderate,2019-02-28,2019,2,3,1
Kolkata,28-02-2019,17.2,316.8,56.0,4.48,49.9,145.8,396.0,High,2019-02-28,2019,2,3,2
Bangalore,28-02-2019,296.6,56.6,35.4,1.55,64.0,61.8,127.8,Low,2019-02-28,2019,2,3,0
Delhi,01-03-2019,233.8,53.0,78.3,2.75,22.0,33.5,463.0,Low,2019-03-01,2019,3,4,0
Mumbai,01-03-2019,481.0,90.9,143.5,8.04,20.7,147.5,322.3,High,2019-03-01,2019,3,4,2
Chennai,01-03-2019,80.5,113.1,17.6,5.57,16.5,69.8,408.3,Moderate,2019-03-01,2019,3,4,1
Kolkata,01-03-2019,174.3,321.2,19.4,5.74,86.0,173.4,430.1,Low,2019-03-01,2019,3,4,0
Bangalore,01-03-2019,447.8,256.8,99.6,2.33,80.3,19.7,115.8,High,2019-03-01,2019,3,4,2
Delhi,02-03-2019,478.8,519.7,50.0,5.13,16.4,30.9,152.4,Moderate,2019-03-02,2019,3,5,1
Mumbai,02-03-2019,403.4,11.3,85.4,2.7,76.5,111.9,146.2,Moderate,2019-03-02,2019,3,5,1
Chennai,02-03-2019,431.8,432.6,51.4,6.16,33.6,166.1,87.9,High,2019-03-02,2019,3,5,2
Kolkata,02-03-2019,349.3,359.2,22.4,8.17,62.0,54.8,475.2,High,2019-03-02,2019,3,5,2
Bangalore,02-03-2019,324.7,258.7,31.7,9.94,74.8,65.7,206.9,Moderate,2019-03-02,2019,3,5,1
Delhi,03-03-2019,110.8,186.2,111.6,0.98,18.5,145.8,449.9,High,2019-03-03,2019,3,6,2
Mumbai,03-03-2019,168.1,359.9,122.4,7.49,82.3,4.9,336.4,High,2019-03-03,2019,3,6,2
Chennai,03-03-2019,30.8,528.8,145.2,3.84,65.1,5.2,223.4,Low,2019-03-03,2019,3,6,0
Kolkata,03-03-2019,383.0,422.2,136.1,4.25,31.9,187.6,486.3,High,2019-03-03,2019,3,6,2
Bangalore,03-03-2019,50.2,384.1,71.4,9.87,69.8,114.4,328.0,High,2019-03-03,2019,3,6,2
Delhi,04-03-2019,471.9,140.1,16.3,2.31,54.6,85.3,315.4,High,2019-03-04,2019,3,0,2
Mumbai,04-03-2019,133.4,62.5,138.3,5.25,18.0,60.2,445.2,High,2019-03-04,2019,3,0,2
Chennai,04-03-2019,472.7,67.3,70.7,4.39,52.6,157.2,78.5,Low,2019-03-04,2019,3,0,0
Kolkata,04-03-2019,118.5,231.0,67.9,1.54,64.0,79.6,76.4,Low,2019-03-04,2019,3,0,0
Bangalore,04-03-2019,385.1,204.6,27.9,6.69,97.5,133.9,159.7,Moderate,2019-03-04,2019,3,0,1
Delhi,05-03-2019,31.1,371.5,9.7,6.34,35.8,80.1,229.6,Low,2019-03-05,2019,3,1,0
Mumbai,05-03-2019,183.3,312.8,109.1,4.56,27.5,91.6,386.3,Moderate,2019-03-05,2019,3,1,1
Chennai,05-03-2019,364.6,332.5,68.2,2.61,3.6,73.0,62.2,High,2019-03-05,2019,3,1,2
Kolkata,05-03-2019,79.4,416.4,116.6,8.37,83.9,51.8,441.0,High,2019-03-05,2019,3,1,2
Bangalore,05-03-2019,364.6,420.7,51.5,0.35,79.9,3.7,493.4,High,2019-03-05,2019,3,1,2
Delhi,06-03-2019,234.8,105.4,59.4,8.57,75.4,114.2,0.9,High,2019-03-06,2019,3,2,2
Mumbai,06-03-2019,143.4,522.0,144.2,7.29,5.4,72.0,216.9,High,2019-03-06,2019,3,2,2
Chennai,06-03-2019,394.9,461.8,110.5,8.49,85.4,83.3,160.4,Low,2019-03-06,2019,3,2,0
Kolkata,06-03-2019,86.4,248.3,101.3,8.97,56.7,43.0,298.3,High,2019-03-06,2019,3,2,2
Bangalore,06-03-2019,11.7,420.7,147.6,1.4,44.1,111.7,91.6,Moderate,2019-03-06,2019,3,2,1
Delhi,07-03-2019,74.3,227.5,10.9,0.8,4.6,166.2,398.4,Low,2019-03-07,2019,3,3,0
Mumbai,07-03-2019,15.4,153.7,80.1,3.42,29.0,63.3,225.6,High,2019-03-07,2019,3,3,2
Chennai,07-03-2019,276.1,138.4,107.6,4.76,13.5,74.9,64.4,High,2019-03-07,2019,3,3,2
Kolkata,07-03-2019,366.2,92.5,144.1,8.97,76.7,45.5,74.4,Low,2019-03-07,2019,3,3,0
Bangalore,07-03-2019,166.3,153.8,53.3,8.09,14.8,83.9,323.6,High,2019-03-07,2019,3,3,2
Delhi,08-03-2019,255.4,98.4,23.3,1.83,87.7,58.8,247.1,High,2019-03-08,2019,3,4,2
Mumbai,08-03-2019,131.3,348.8,65.4,3.04,90.2,107.2,201.2,Low,2019-03-08,2019,3,4,0
Chennai,08-03-2019,237.7,254.7,113.6,3.17,21.0,103.7,232.0,Moderate,2019-03-08,2019,3,4,1
Kolkata,08-03-2019,445.5,466.7,57.6,6.12,57.4,134.1,63.9,Moderate,2019-03-08,2019,3,4,1
Bangalore,08-03-2019,392.7,576.4,89.1,6.78,61.9,197.9,79.6,Moderate,2019-03-08,2019,3,4,1
Delhi,09-03-2019,272.8,184.8,80.9,9.36,42.7,171.9,444.3,Low,2019-03-09,2019,3,5,0
Mumbai,09-03-2019,350.0,408.9,148.6,8.32,92.2,98.5,141.1,High,2019-03-09,2019,3,5,2
Chennai,09-03-2019,150.3,287.1,112.0,0.74,12.6,144.2,177.5,High,2019-03-09,2019,3,5,2
Kolkata,09-03-2019,2.5,329.4,37.5,1.51,9.0,176.0,149.0,High,2019-03-09,2019,3,5,2
Bangalore,09-03-2019,112.0,228.8,51.5,9.65,77.5,25.7,483.0,High,2019-03-09,2019,3,5,2
Delhi,10-03-2019,441.5,380.3,9.3,2.09,25.5,142.9,184.7,High,2019-03-10,2019,3,6,2
Mumbai,10-03-2019,173.0,428.2,116.1,2.27,54.2,166.2,213.4,Low,2019-03-10,2019,3,6,0
Chennai,10-03-2019,469.5,401.3,71.4,6.79,20.1,115.2,224.8,Low,2019-03-10,2019,3,6,0
Kolkata,10-03-2019,51.3,597.5,32.7,7.23,38.3,76.9,480.7,Moderate,2019-03-10,2019,3,6,1
Bangalore,10-03-2019,65.4,83.8,45.0,4.66,78.0,79.0,232.3,High,2019-03-10,2019,3,6,2
Delhi,11-03-2019,239.1,266.1,88.1,6.7,98.7,123.8,246.8,Low,2019-03-11,2019,3,0,0
Mumbai,11-03-2019,220.3,43.1,42.9,0.82,22.6,178.3,486.7,High,2019-03-11,2019,3,0,2
Chennai,11-03-2019,100.7,364.9,0.8,9.51,37.7,88.6,475.3,High,2019-03-11,2019,3,0,2
Kolkata,11-03-2019,118.0,268.6,38.5,0.42,0.6,26.1,186.2,Low,2019-03-11,2019,3,0,0
Bangalore,11-03-2019,395.6,74.9,0.2,5.0,65.5,194.2,348.5,Low,2019-03-11,2019,3,0,0
Delhi,12-03-2019,383.9,145.2,99.3,4.13,70.2,58.5,274.7,Low,2019-03-12,2019,3,1,0
Mumbai,12-03-2019,323.9,315.9,133.1,8.89,3.4,191.0,404.8,Moderate,2019-03-12,2019,3,1,1
Chennai,12-03-2019,375.2,232.3,128.8,8.26,77.7,85.1,295.4,High,2019-03-12,2019,3,1,2
Kolkata,12-03-2019,102.4,86.4,127.4,4.33,7.4,38.2,205.6,High,2019-03-12,2019,3,1,2
Bangalore,12-03-2019,99.3,360.2,2.8,4.29,51.9,82.2,458.8,Low,2019-03-12,2019,3,1,0
Delhi,13-03-2019,160.4,41.4,47.9,8.12,43.4,109.9,417.9,Low,2019-03-13,2019,3,2,0
Mumbai,13-03-2019,139.0,175.8,72.8,0.96,67.9,32.3,378.2,Low,2019-03-13,2019,3,2,0
Chennai,13-03-2019,288.2,258.3,145.6,3.72,25.6,68.9,194.7,High,2019-03-13,2019,3,2,2
Kolkata,13-03-2019,43.5,112.7,117.0,0.71,71.2,176.9,400.2,Low,2019-03-13,2019,3,2,0
Bangalore,13-03-2019,296.9,130.6,68.5,2.16,91.2,42.1,30.5,High,2019-03-13,2019,3,2,2
Delhi,14-03-2019,171.4,67.5,125.1,1.73,43.0,91.0,178.2,High,2019-03-14,2019,3,3,2
Mumbai,14-03-2019,273.4,349.7,81.0,5.12,82.9,0.4,142.8,High,2019-03-14,2019,3,3,2
Chennai,14-03-2019,485.3,471.4,38.1,1.65,80.4,55.3,295.7,Low,2019-03-14,2019,3,3,0
Kolkata,14-03-2019,162.4,315.7,137.7,1.2,49.0,196.0,302.1,High,2019-03-14,2019,3,3,2
Bangalore,14-03-2019,336.1,162.3,72.2,2.58,63.6,42.7,416.2,Low,2019-03-14,2019,3,3,0
Delhi,15-03-2019,330.6,7.1,96.5,8.86,50.9,63.3,404.4,Moderate,2019-03-15,2019,3,4,1
Mumbai,15-03-2019,458.6,7.5,148.2,9.69,73.5,61.1,457.7,Low,2019-03-15,2019,3,4,0
Chennai,15-03-2019,286.4,482.3,73.4,8.1,15.3,98.4,215.2,Low,2019-03-15,2019,3,4,0
Kolkata,15-03-2019,475.2,578.0,112.8,0.21,60.9,159.7,19.8,High,2019-03-15,2019,3,4,2
Bangalore,15-03-2019,112.8,512.8,46.5,6.94,42.5,105.2,75.5,Low,2019-03-15,2019,3,4,0
Delhi,16-03-2019,401.1,207.1,1.5,4.91,84.5,25.9,385.5,High,2019-03-16,2019,3,5,2
Mumbai,16-03-2019,242.3,413.0,128.6,8.08,54.7,133.8,163.8,Moderate,2019-03-16,2019,3,5,1
Chennai,16-03-2019,231.8,598.4,45.5,1.16,56.5,137.9,406.9,High,2019-03-16,2019,3,5,2
Kolkata,16-03-2019,191.7,432.7,116.0,2.23,22.0,122.4,175.1,Low,2019-03-16,2019,3,5,0
Bangalore,16-03-2019,304.0,90.5,74.8,1.93,76.5,140.0,367.9,High,2019-03-16,2019,3,5,2
Delhi,17-03-2019,77.0,93.2,68.7,9.36,91.4,139.9,391.5,Low,2019-03-17,2019,3,6,0
Mumbai,17-03-2019,398.8,379.5,118.3,4.93,67.6,175.3,54.8,Low,2019-03-17,2019,3,6,0
Chennai,17-03-2019,354.6,131.9,139.4,7.22,50.9,31.3,456.1,High,2019-03-17,2019,3,6,2
Kolkata,17-03-2019,182.4,164.3,53.5,7.12,23.8,117.4,176.0,High,2019-03-17,2019,3,6,2
Bangalore,17-03-2019,76.1,8.8,31.5,4.07,16.3,148.7,243.0,High,2019-03-17,2019,3,6,2
Delhi,18-03-2019,352.7,39.1,147.7,7.67,9.6,87.5,359.5,Low,2019-03-18,2019,3,0,0
Mumbai,18-03-2019,228.8,158.6,47.7,7.25,77.2,55.8,342.6,Low,2019-03-18,2019,3,0,0
Chennai,18-03-2019,397.1,250.2,61.8,5.19,47.5,8.4,311.8,High,2019-03-18,2019,3,0,2
Kolkata,18-03-2019,195.8,523.3,116.1,0.21,0.7,158.6,151.4,Low,2019-03-18,2019,3,0,0
Bangalore,18-03-2019,313.2,216.9,11.3,8.82,40.0,100.4,379.0,High,2019-03-18,2019,3,0,2
Delhi,19-03-2019,325.4,464.7,116.9,1.25,88.8,77.8,411.1,Low,2019-03-19,2019,3,1,0
Mumbai,19-03-2019,14.0,598.3,33.8,6.6,22.9,70.4,379.6,Low,2019-03-19,2019,3,1,0
Chennai,19-03-2019,280.2,105.5,133.9,0.05,5.6,86.5,136.8,Moderate,2019-03-19,2019,3,1,1
Kolkata,19-03-2019,388.3,129.6,53.0,2.27,55.0,91.7,252.4,Low,2019-03-19,2019,3,1,0
Bangalore,19-03-2019,493.3,227.1,139.0,7.1,99.6,61.4,431.2,High,2019-03-19,2019,3,1,2
Delhi,20-03-2019,398.9,38.0,139.6,6.35,64.1,126.6,295.1,High,2019-03-20,2019,3,2,2
Mumbai,20-03-2019,61.1,373.1,27.3,1.14,48.4,149.5,88.5,High,2019-03-20,2019,3,2,2
Chennai,20-03-2019,339.2,581.9,5.8,7.84,97.8,154.4,96.0,Low,2019-03-20,2019,3,2,0
Kolkata,20-03-2019,467.2,309.6,20.8,5.41,2.3,1.1,224.0,Low,2019-03-20,2019,3,2,0
Bangalore,20-03-2019,37.3,131.7,11.5,3.29,89.5,73.8,362.5,High,2019-03-20,2019,3,2,2
Delhi,21-03-2019,383.1,131.6,124.2,3.81,3.0,83.7,45.2,Low,2019-03-21,2019,3,3,0
Mumbai,21-03-2019,353.2,250.2,77.1,0.37,68.2,78.9,319.6,Moderate,2019-03-21,2019,3,3,1
Chennai,21-03-2019,289.3,44.9,62.4,2.32,15.7,63.5,124.7,Low,2019-03-21,2019,3,3,0
Kolkata,21-03-2019,417.8,34.6,91.7,9.77,96.8,93.7,250.8,Low,2019-03-21,2019,3,3,0
Bangalore,21-03-2019,273.1,53.0,79.1,2.42,52.4,180.5,20.9,Low,2019-03-21,2019,3,3,0
Delhi,22-03-2019,194.7,362.8,15.0,8.47,16.4,156.6,482.3,Low,2019-03-22,2019,3,4,0
Mumbai,22-03-2019,311.0,261.8,21.0,3.61,24.3,6.9,0.6,Low,2019-03-22,2019,3,4,0
Chennai,22-03-2019,106.9,339.5,113.9,2.33,34.2,112.9,113.4,Moderate,2019-03-22,2019,3,4,1
Kolkata,22-03-2019,346.8,510.1,20.7,8.92,14.8,175.5,170.4,High,2019-03-22,2019,3,4,2
Bangalore,22-03-2019,83.9,113.5,123.2,1.76,52.8,13.2,446.4,High,2019-03-22,2019,3,4,2
Delhi,23-03-2019,485.6,15.4,25.1,9.51,84.5,64.2,303.6,High,2019-03-23,2019,3,5,2
Mumbai,23-03-2019,26.0,554.3,85.4,5.9,12.0,130.3,156.1,Low,2019-03-23,2019,3,5,0
Chennai,23-03-2019,181.7,434.6,67.1,6.89,92.4,2.7,463.8,Low,2019-03-23,2019,3,5,0
Kolkata,23-03-2019,179.4,412.3,54.9,8.97,83.1,182.0,349.1,Moderate,2019-03-23,2019,3,5,1
Bangalore,23-03-2019,139.5,228.2,84.8,0.65,68.5,82.3,344.2,High,2019-03-23,2019,3,5,2
Delhi,24-03-2019,473.3,557.0,14.7,9.58,97.4,12.9,454.6,High,2019-03-24,2019,3,6,2
Mumbai,24-03-2019,76.9,576.4,16.3,4.8,29.7,155.4,472.5,High,2019-03-24,2019,3,6,2
Chennai,24-03-2019,296.4,248.3,45.7,2.51,13.4,24.5,302.2,High,2019-03-24,2019,3,6,2
Kolkata,24-03-2019,426.5,263.0,17.8,6.56,6.9,183.5,399.6,Low,2019-03-24,2019,3,6,0
Bangalore,24-03-2019,407.0,5.4,108.2,5.01,87.2,53.8,163.1,Low,2019-03-24,2019,3,6,0
Delhi,25-03-2019,26.3,472.5,114.2,6.55,67.3,8.5,72.1,Moderate,2019-03-25,2019,3,0,1
Mumbai,25-03-2019,264.5,517.7,0.5,2.3,23.8,101.2,116.5,Moderate,2019-03-25,2019,3,0,1
Chennai,25-03-2019,68.6,402.5,29.6,3.73,99.1,30.8,339.8,High,2019-03-25,2019,3,0,2
Kolkata,25-03-2019,392.7,508.6,134.7,7.15,85.2,163.4,382.3,High,2019-03-25,2019,3,0,2
Bangalore,25-03-2019,116.3,42.4,105.4,5.7,18.2,35.3,67.9,Moderate,2019-03-25,2019,3,0,1
Delhi,26-03-2019,150.6,160.5,62.0,8.71,54.5,163.1,343.4,High,2019-03-26,2019,3,1,2
Mumbai,26-03-2019,198.1,480.5,55.5,7.57,27.9,45.8,429.6,High,2019-03-26,2019,3,1,2
Chennai,26-03-2019,115.4,190.5,48.5,8.92,93.4,123.9,51.1,High,2019-03-26,2019,3,1,2
Kolkata,26-03-2019,461.2,202.2,36.5,5.71,90.3,50.4,115.9,Moderate,2019-03-26,2019,3,1,1
Bangalore,26-03-2019,356.3,124.5,64.7,2.95,21.3,67.0,220.8,High,2019-03-26,2019,3,1,2
Delhi,27-03-2019,157.5,564.2,135.2,0.58,22.4,39.4,66.1,Moderate,2019-03-27,2019,3,2,1
Mumbai,27-03-2019,453.1,423.6,46.0,9.31,52.6,76.4,336.8,High,2019-03-27,2019,3,2,2
Chennai,27-03-2019,480.9,555.1,2.6,2.59,97.3,107.4,314.1,High,2019-03-27,2019,3,2,2
Kolkata,27-03-2019,485.3,136.7,24.0,1.31,94.1,145.3,453.2,Low,2019-03-27,2019,3,2,0
Bangalore,27-03-2019,403.9,6.3,33.6,9.31,75.4,41.0,217.1,Low,2019-03-27,2019,3,2,0
Delhi,28-03-2019,185.3,351.4,90.4,6.5,52.1,80.3,493.8,Low,2019-03-28,2019,3,3,0
Mumbai,28-03-2019,47.8,358.6,143.7,1.53,81.9,117.5,427.7,High,2019-03-28,2019,3,3,2
Chennai,28-03-2019,85.5,274.2,102.1,7.91,95.5,138.4,77.2,Low,2019-03-28,2019,3,3,0
Kolkata,28-03-2019,73.5,453.2,50.7,9.54,35.2,155.2,285.5,Low,2019-03-28,2019,3,3,0
Bangalore,28-03-2019,220.5,156.7,74.0,4.17,7.0,37.5,120.9,Moderate,2019-03-28,2019,3,3,1
Delhi,29-03-2019,113.2,13.0,112.0,9.41,22.3,77.9,467.0,Low,2019-03-29,2019,3,4,0
Mumbai,29-03-2019,152.4,341.6,60.1,5.88,3.8,134.4,111.7,Low,2019-03-29,2019,3,4,0
Chennai,29-03-2019,225.4,538.1,58.0,1.53,57.8,134.1,289.5,High,2019-03-29,2019,3,4,2
Kolkata,29-03-2019,328.0,596.8,52.7,6.79,32.2,103.4,456.9,High,2019-03-29,2019,3,4,2
Bangalore,29-03-2019,305.3,114.3,119.7,5.76,15.1,46.1,462.5,High,2019-03-29,2019,3,4,2
Delhi,30-03-2019,60.5,259.5,132.3,6.7,23.3,113.4,200.4,Low,2019-03-30,2019,3,5,0
Mumbai,30-03-2019,149.6,235.2,9.9,2.6,32.0,78.3,121.6,High,2019-03-30,2019,3,5,2
Chennai,30-03-2019,352.0,561.5,98.4,2.03,66.8,147.9,101.6,High,2019-03-30,2019,3,5,2
Kolkata,30-03-2019,473.7,17.6,143.6,0.94,78.8,185.4,263.3,High,2019-03-30,2019,3,5,2
Bangalore,30-03-2019,276.4,4.6,127.2,4.56,3.8,64.7,355.7,Low,2019-03-30,2019,3,5,0
Delhi,31-03-2019,210.9,177.5,59.5,3.38,64.0,20.4,293.1,High,2019-03-31,2019,3,6,2
